title,abstractText,source,word_count
foreword,movement ecology relatively new discipline field ecology studies spatiotemporal patterns processes basis animal movement ecologists track animal movement using telemetry tools example biologging gps tags combine resulting trajectories contextual data environment collected remote sensing combined data used build statistical models describe determinants animal movement environmental constraints eg snow layer habitat fragmentation human disturbance inner status individuals eg memory orientation capacity movement also focus different field research ie human mobility studied set disciplines giscience computer science physics geography transportation science analogy movement ecology human mobility benefited recent development sensors capable capturing human movement real time detailed spatial temporal scales eg gps trackers data analytical methods similar movement ecology human mobility surprisingly little interdisciplinary awareness similarities recently giscientists called establishment integrated science movement specific aim bridge gap movement ecology human mobility raise awareness respective problems data methods would fundamentally help ecologists improve understanding impact anthropogenic environmental change animal movement anthropocene indeed ecologists measure wildlifehuman interaction mainly via collection static least high intermediate temporal resolution data remote sensing sources eg road maps high resolution forest cover etc assess example effect landscape fragmentation migratory propensity however data human presence activity intrinsically dynamic rather static developing new methods implement data eg road traffic human recreational activities study movement ecology would crucially improve ecologists understanding tight relationship animal movement human activities wake covid19 pandemic human mobility data previously difficult obtain become open available opportunity use conjunction animal data study wildlifehuman interaction however requires bespoke complex spatiotemporal methods data fusion analysis currently exist solving challenge crucial movement ecology investigation example unveil effect covid19 human lockdowns animal movement behavior introducing specific ecology problem gis scientists spatial computing scientists hope kickstart interdisciplinary effort develop methods metrics solutions integrate analysis dynamic anthropogenic activity human mobility study animal movement,editorial.json,288
blockchain recordkeeping editorial,distributed ledger technologies dlt including blockchains combine use cryptography distributed networks achieve novel form records creation keeping designed tamperresistance immutability past several years capabilities made dlts including blockchains increasingly popular generalpurpose technology used recordkeeping variety sectors industry domains yet many open challenges issues theoretical applied remain editorial introduces special issue computers focusing exploring frontiers blockchaindistributed ledger technology recordkeeping,editorial.json,58
data science knowledge discovery,nowadays data science ds gaining relevant impact community recent developments computer science advances machine deep learning big data knowledge discovery data analytics triggered development several innovative solutions eg approaches methods models paradigms trending topic many application possibilities motivates researcher conduct experiments diverse areas issue created opportunity expose relevant achievements knowledge discovery data science field contribute subjects health smart homes social humanities government among others relevance field easily observed current achieved numbers thirteen research articles one technical note fortysix authors fifteen nationalities,editorial.json,81
editorial transitions,south african computer journal preparing another transition open call rigorous review applicant interview appointed new editorinchief katherine malan department decision sciences university south africa katherine spend next year regular section editor take finalizing july 2022 issue date mark 10 years since took journal continued strengthen time confident leaving good hands,editorial.json,50
special issue robustness efficiency convergence artificial intelligence iot,today internet things iot increasingly flourishing establishing ubiquitous connections smart devices objects 2020 total 30 billion connected things reported idc unprecedented data explosion provides immense opportunities valuable information mining time also floods infrastructure tremendous values necessarily handles proposes high challenges traditional data storing processing techniques hand artificial intelligence ai become key component many applications profoundly change lives machine learning especially deep learning dl technologies vastly improves traditional computer science networking technologies convergence ai iot enables data quickly explored turned significant decisions companies enterprises ai enhances speed accuracy data processing instant market strategies,editorial.json,92
movement forward continued growth childcomputer interaction research,inaugural editorial new past editorsinchief international journal childcomputer interaction ijcci take stock journals progress first 8 years existence describe views plans support journal maintain positive trajectory premier journal multidisciplinary area childcomputer interaction cci interaction design children respected leading journal fields humancomputer interaction interaction design learning sciences take opportunity lay vision upcoming years well reflect engage constructive critical dialogue future cci field research ijcci,editorial.json,63
focs 2020 preface,papers proceedings presented 61st annual ieee symposium foundations computer science held november 1619 2020 virtual format conference sponsored ieee computer society technical committee mathematical foundations computing,editorial.json,26
advanced techniques analysis prediction students behaviour technologyenhanced learning contexts,development promotion teachingenhanced learning tools academic field leading collection large amount data generated usual activity students teachers analysis data opportunity improve many aspects learning process recommendations activities dropout prediction performance knowledge analysis resources optimization etc however improvements would possible without application computer science techniques demonstrated high effectiveness purpose data mining big data machine learning deep learning collaborative filtering recommender systems among fields related intelligent systems special issue provides 17 papers show advances analysis prediction recommendation applications propelled artificial intelligence big data machine learning teachingenhanced learning context,editorial.json,86
applied sciences study technical historical heritage andor industrial heritage,technical historical heritage andor industrial heritage manifestations heritage acquire greater relevance every day since study analysis provide global vision impact development societies also favor understanding technological evolution societies fields action broad point view engineering different disciplines well architecture special issue shows reader tools currently available value heritage promote dissemination geometric modeling computeraided design computeraided engineering study industrial heritage global perspective,editorial.json,60
selected papers iikii 2019 conferences symmetry,international institute knowledge innovation invention iikii institute promotes exchange innovations inventions establishes communication platform international innovations researches 2019 iikii cooperated institute electrical electronics engineers ieee tainan section sensors council hold ieee conferences ieee iciase 2019 ieee ecbios 2019 ieee ickii 2019 icusagame 2019 ieee ecice 2019 special issue entitled selected papers iikii 2019 conferences aims select excellent papers iikii 2019 conferences including symmetry physics chemistry biology mathematics computer science etc selected 21 excellent papers 750 papers presented iikii 2019 conferences topic symmetry main goals special issue encourage scientists publish experimental theoretical results much detail possible discover new scientific knowledge relevant topic symmetry,editorial.json,102
human accuracy mobile data collection,collection participant data wild widely employed humancomputer interaction researchers variety methods including experience sampling mobile crowdsourcing citizen science rely repeated participant contributions data collection given strong reliance participant data ensuring data complete reliable timely accurate key although previous work made significant progress ensuring sufficient amount data collected accuracy human contributions remained underexposed article argue emerging need increased focus aspect humanlabelled data articles published special issue demonstrate focus accuracy collected data implications aspects study ranging study design analysis reporting results put forward fivepoint research agenda outline future opportunities assessing improving human accuracy mobile data collection,editorial.json,94
stories field locating cultivating computational thinking spaces learning,considerable debate ambiguity around constitutes computational thinking ct contrast computer science generally treated distinct field study ct construct highlights integral relationship computing fields many recent efforts seek map computational thinking making highlevel connections school disciplines argue efforts may help identify specific curricular areas computing likely take place sufficiently capture specificity dynamism characteristic meaningful computational integration worse exclude generative examples computing integration exist outside traditional stem context researcherled efforts special issue offer counterproposal onesizefitsall frameworks ct exploring detail local emergent definitions ct develop across diversity spaces learning reflecting examples help researchers educators alike cultivate awareness ways learners educators leverage computing think create participate across variety spaces,editorial.json,105
special issue intelligent electronic devices,second ieee international conference knowledge innovation invention 2019 ieee ickii 2019 held seoul south korea 1215 july 2019 special issue intelligent electronic devices selects 13 excellent papers form 260 papers presented ieee ickii 2019 conference topics intelligent electronic devices main goals special issue encourage scientists publish experimental theoretical results much detail possible discover new scientific knowledge relevant topics electronics,editorial.json,59
computational thinking education issues challenges,computational thinking term applied describe increasing attention students knowledge development designing computational solutions problems algorithmic thinking coding focuses skills children develop practicing programming algorithms enables development qualities abstract thinking problem solving pattern recognition logical reasoning contemporary educational infrastructural developments like cs httpswwwcsforallorg istes standards students computational thinking httpswwwisteorgexploresolutionscomputationalthinkingforallarticleid152 computer science teachers associations concepts computational thinking httpadvocatecsteachersorg20140915computationalthinkingandbeyond appearance tools robotics 3d printing microprocessors intuitive programming languages posit computational thinking promising area support learning competences special issue computers human behavior editors report four studies conducted interdisciplinary teams introduction special issue also draws attention great potential need research area computational thinking education engage students meaningful learning develop useful thinking skills digital competences finally editorspropose directions future research practice computational thinking education,editorial.json,118
introduction special issue frenchpolish collaboration mathematical models computer systems networks bioinformatics,occasion celebration 2019 100th anniversary official frenchpolish scientific collaboration paper explores origins outcomes scientific collaboration launched 1980s together late professor stefan wȩgrzyn polytechnic university silesia gliwice poland founding director institute theoretical applied informatics polish academy sciences fellow polish academy sciences survey themes longstanding collaboration outline work accomplished reasons resulted themes core outline main scientific outcomes discuss current work projects relate exemplary francopolish collaboration finally introduce papers special issue light ongoing themes,editorial.json,71
computing 4 human 2020 1st international workshop computational humanities social sciences,1st international workshop computational humanities social sciences computing4human hosted future innovation laboratory ilab pohang university science technology postech 15th february 2020 workshop tackled various research areas computational narrative analysis technology policies humancomputer interaction,editorial.json,33
introduction,cryptography replacing trust mathematics according neat definition boaz barak bar16b cryptographic obfuscationone cryptographys aspiring branches subject studyfocuses possibility replacing trust software users mathematics,editorial.json,23
introduction,problem sequential probability forecasting also known timeseries sequence prediction introduced follows sequence x1 xn observations generated according unknown probabilistic law μ means μ measure space oneway infinite sequences usual sigmaalgebra generated cylinders assumed book consider finitevalued sequences measure μ always unknown observing outcome xn required give conditional probabilities next observation xn1 given past x1 xn process continues sequentially interested constructing predictors ρ whose conditional probabilities ρx1 xn converge sense true μconditional probabilities μx1 xn sequence observations increases n would also like convergence fast possible,editorial.json,84
big data research social science social impact,special issue sustainability devoted topic big data research social sciences social impact attracted significant attention scholars practitioners policymakers world locating crosssection advanced information systems computer science research insights social science engineering papers included special issue contribute debate use big data social sciences big data social impact promoting debate multifaceted challenges societies exposed today special issue offers indepth integrative wellorganized comparative study recent developments shaping future directions interdisciplinary research policymaking,editorial.json,69
introduction,application network science field dynamical systems enabled set powerful tools used analysis dynamical properties complex systems chapter important trends applications novel approach introduced,editorial.json,23
editorial volume 9 issue 2,differential privacy promising approach privacypreserving data analysis provides strong worstcase guarantees harm user could suffer contributing data also flexible enough allow wide variety data analyses performed high degree utility researchers differential privacy span many distinct research communities including algorithms computer security cryptography databases data mining machine learning statistics programming languages social sciences law two articles issue describe applications differentially private nearly differentially private algorithms data us census bureau third article highlights thorny issue applies implementations differential privacy choose key privacy parameter ε special issue also includes selected contributions 3rd workshop theory practice differential privacy held dallas tx october 30 2017 part acm conference computer security ccs,editorial.json,106
preface,3rd international conference computer science application engineering csae 2019 successfully held sanya china october 2224 2019 conference provide high forum researchers scholars engineers general areas computer sciences application engineering disseminate latest research results exchange views future research directions fields exchange computer science integrate practice application academic ideas improve academic depth computer science application provide international communication platform technology scientific research world universities business intelligence engineering field experts professionals business executives,editorial.json,70
special issue hybrid pedagogies editorial,increasing awareness potential biases problematic impacts digital technologies driving renewed focus social responsibility ethical considerations within fields engineering computer data sciences similarly renewed sense complicity sociotechnical environments encouraged scholars range design humanities social science disciplines engage directly publicfacing work often prototyping exhibitions handson educational activities special issue hybrid pedagogies contributes developing ongoing conversation resolutely interdisciplinary way,editorial.json,56
educational robotics inclusive education,quite long time since papert introduced idea children involved use computers learning process support development computational thinking nowadays educational robotics introduced different dimensions education mostly used part compulsory educational process nonformal educational activities activities reduce risks early school leaving initiatives introduced projects different aspects educational robotics tested activities students diverse special needs till robotics mostly associated field science technology engineering mathematics outcomes educational robotics measured prism improved knowledge stem subjects special issue journal researchers provide results er context inclusive education,editorial.json,80
performance modeling benchmarking simulation high performance computing systems,special issue future generation computer systems contains four extended papers selected 7th international workshop performance modeling benchmarking simulation high performance computing systems pmbs 2016 held part 28th international conference high performance computing networking storage analysis sc 2016 papers represent worldwide programmes research committed understanding application architecture performance enable postpetascale computational science,editorial.json,51
introduction,health care undergoing true revolution towards new paradigms actors involved first scientific clinical side traditional reactive approach based symptoms disease management progressively giving way systemic approach oriented proactive preventive personalised medicine revolutionary scenario technological innovation particular ict mobile health play role key enablers,editorial.json,43
recent advancements digital forensics part 2,today digital forensics experts must operate multidisciplinary environment requires mastery many disciplines including law computer science finance networking data mining criminal justice meanwhile cybercriminal activities often compel lawenforcement agencies investigate across international borders means dealing different jurisdictions legal systems also computing networking infrastructures increasingly intricate complicating investigations activities related digital forensics instance clues pointing illegal digital activities often buried large volumes data making criminal activity much difficult detect document suitable evidence,editorial.json,71
introduction,field computer science engineering metaheuristic high level procedure finds selects generates low level procedure give optimized solution complex problem highlevel problem independent framework gives set strategies developing heuristic algorithms metaheuristics used combinatorial optimization like genetic algorithm evolutionary algorithms particle swarm optimization simulated annealing etc explores search space find near optimal solutions optimization selection best element set alternative solutions,editorial.json,58
introduction,contemporary natural sciences strong mutual relations observed thus biology associated chemistry physics connected furthermore computer science electronics mathematics cybernetics philosophy contribute significantly biological studies let us specify aforementioned relations detail see fig 11,editorial.json,33
guest editorial special issue knowledge discovery mobility data intelligent transportation systems,recent technological advances telecommunications create new reality mobility sensing nowadays live era ubiquitous digital devices able broadcast rich information human mobility realtime high rate fact exponentially increased availability largescale mobility data popularized media new currency fueling future vision smart cities transform lives reality began recognize significant research challenges across spectrum topics consequently increasing interest among different research communities ranging civil engineering computer science industrial stakeholders building knowledge discovery pipelines data sources however availability also raises privacy issues must considered industrial academic stakeholders using resources,editorial.json,84
recent developments computational science engineering,research computational science engineering focuses development computational tools capabilities address challenging problems entire science engineering spectrum field witnessed significant progress increase mena region past decade 2015 initiated biannual conference field gather local global experts share expertise explore new ways collaborations special issue present selected papers presented second international computational science engineering conference icsec17 doha qatar,editorial.json,55
case computational health science,introductory paper begin making case computational health science define interdisciplinary efforts health scientists computer scientists engineers psychologists social scientists conduct innovative research inform future practice directed changing health behavior improved communication networking social capital recognize discuss main challenges involved enterprise also highlight associated benefits argue significantly outweigh provide brief summary contributions first special issue computational health science,editorial.json,57
patent citations webology journal uspto database,patents important link science technology field role influence patents scientific research become increasingly important recent years purpose present research analyze citations webology journal patents issued united states patent trademark office uspto study begins overview importance patents citations journals compares citation counts provided uspto webology open access journal field library information science lis computer science study indicates extent webology journal used cited inventors uspto analyzed distributions patent citations webology results show total number patent citations webology papers uspto 13 seems technical papers technologyoriented papers related world wide web search engines published webology attracted citations patents,editorial.json,94
